Hours_Awake,Decisions_Made,Task_Switches,Avg_Decision_Time_sec,Sleep_Hours_Last_Night,Time_of_Day,Caffeine_Intake_Cups,Stress_Level_1_10,Error_Rate,Cognitive_Load_Score,Decision_Fatigue_Score,Fatigue_Level,System_Recommendation,Years_at_Company,Self_Reported_Sleep_Quality,Break_Room_Entry_Count,Water_Dispenser_Refills,Vending_Machine_Sugar_Purchases,Corporate_Gym_Entry_Mins,Peer_Collaboration_Pings,Mid_Shift_Mood_Score,Anomaly_Cohort,Decision_Density,Hydration_Ratio,Sleep_Deficit,Fatigue_Risk_Index,Experience_Group,Sleep_Group,Gym_Group,Stress_Group,Caffeine_Group,PCA_1,PCA_2,Cluster_ID,Behavioural_Archetype
1,5,5,2.47,6.4,Evening,1,2.7,0.0,2.0,0.0,Low,Continue,1.2,Good,0,10,3,43,16,5.0,Expected trend,5.0,5.0,1.5999999999999996,1.395,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.8482559979435047,-0.0032869359314530067,1,Low Engagement
16,69,26,3.62,4.3,Afternoon,2,3.4,0.0516,5.4,100.0,High,Take Break,11.8,Poor,3,6,2,0,18,5.0,Expected trend,4.3125,2.0,3.7,37.67,Senior (7-15),Poor Sleep,No Activity,Medium,Medium,3.3817633486147676,-1.8096163770944171,0,Stressed / Isolated
5,34,13,1.69,4.2,Night,2,1.0,0.0,2.3,23.5,Low,Continue,5.7,Excellent,0,6,5,0,16,5.0,Expected trend,6.8,2.0,3.8,9.694999999999999,Mid-level (3-7),Poor Sleep,No Activity,Low,Medium,-1.621105674317199,-1.1622921690137065,1,Low Engagement
3,19,1,3.37,7.4,Evening,0,1.0,0.0,1.2,0.0,Low,Continue,0.5,Fair,2,1,4,66,18,5.0,Expected trend,6.333333333333333,1.0,0.5999999999999996,0.6099999999999999,New (0-3),Good Sleep,High Activity,Low,Low,-2.828707219024554,0.05852360357935944,1,Low Engagement
12,72,26,4.8,5.1,Afternoon,5,2.1,0.0,4.7,77.8,High,Take Break,11.2,Good,1,10,2,0,49,3.0,Expected trend,6.0,1.6666666666666667,2.9000000000000004,29.275,Senior (7-15),Adequate Sleep,No Activity,Low,High,2.7997501815876418,1.403152010745727,2,Collaborative / Balanced
8,28,2,3.8,3.9,Evening,1,1.0,0.0,1.5,23.2,Low,Continue,0.9,Poor,0,4,5,0,15,5.0,Expected trend,3.5,2.0,4.1,9.49,New (0-3),Poor Sleep,No Activity,Low,Low,-1.5550278478149036,-1.4414488321855845,1,Low Engagement
3,13,3,2.2,8.1,Afternoon,4,1.0,0.0,1.1,0.0,Low,Continue,2.7,Excellent,1,10,5,38,19,5.0,Expected trend,4.333333333333333,2.0,0.0,0.47000000000000003,New (0-3),Good Sleep,Moderate Activity,Low,High,-3.3689760807948232,0.4406572263170173,1,Low Engagement
1,2,1,1.81,5.8,Afternoon,5,1.0,0.0,0.7,0.0,Low,Continue,0.5,Good,0,10,5,39,18,5.0,Expected trend,2.0,1.6666666666666667,2.2,0.8300000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,High,-3.6720971543525027,-0.5209095695258452,1,Low Engagement
3,12,8,2.36,4.7,Evening,0,1.0,0.0,1.4,0.0,Low,Continue,2.7,Poor,0,3,4,0,12,5.0,Expected trend,4.0,3.0,3.3,1.19,New (0-3),Poor Sleep,No Activity,Low,Low,-2.7012026115883687,-1.1460008949589415,1,Low Engagement
5,23,5,3.36,6.1,Morning,0,1.0,0.0,1.5,1.0,Low,Continue,1.4,Poor,2,4,3,30,22,5.0,Expected trend,4.6,4.0,1.9000000000000004,1.2800000000000002,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.1032898054639335,-0.2845282846717108,1,Low Engagement
15,71,26,3.17,4.2,Evening,3,3.3,0.0938,5.4,100.0,High,Take Break,8.2,Poor,5,8,5,0,24,5.0,Expected trend,4.733333333333333,2.0,3.8,37.665,Senior (7-15),Poor Sleep,No Activity,Medium,Medium,3.893676019105916,-2.5812866540561137,0,Stressed / Isolated
14,66,27,3.51,5.4,Afternoon,0,4.6,0.0,6.1,92.5,High,Take Break,11.2,Fair,3,2,4,0,42,3.0,Expected trend,4.714285714285714,2.0,2.5999999999999996,35.265,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,3.5959834904634183,1.5789278498215509,2,Collaborative / Balanced
3,13,3,1.03,7.1,Morning,4,1.0,0.0,1.1,0.0,Low,Continue,1.6,Excellent,0,10,5,27,18,5.0,Expected trend,4.333333333333333,2.0,0.9000000000000004,0.6500000000000001,New (0-3),Good Sleep,Moderate Activity,Low,High,-3.6154467267789983,0.03747864591274256,1,Low Engagement
1,6,0,2.37,6.7,Morning,1,1.2,0.0,0.9,0.0,Low,Continue,0.5,Poor,2,8,4,29,23,5.0,Expected trend,6.0,4.0,1.2999999999999998,0.74,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.2830424874449613,-0.009753460840823718,1,Low Engagement
5,27,11,2.76,6.7,Morning,0,1.0,0.0,2.0,6.7,Low,Continue,4.0,Fair,0,3,5,44,15,5.0,Expected trend,5.4,3.0,1.2999999999999998,3.2549999999999994,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Low,-2.2299260262385916,-0.17444983483169904,1,Low Engagement
14,60,25,2.16,7.1,Afternoon,3,4.0,0.0,5.5,67.3,High,Take Break,7.9,Good,5,10,5,0,41,4.0,Expected trend,4.285714285714286,2.5,0.9000000000000004,25.834999999999997,Senior (7-15),Good Sleep,No Activity,Medium,Medium,2.3512550417959615,1.7180007293033643,2,Collaborative / Balanced
7,28,8,2.94,6.4,Morning,1,1.0,0.0,1.8,11.0,Low,Continue,2.6,Fair,1,5,4,37,16,5.0,Expected trend,4.0,2.5,1.5999999999999996,4.78,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-1.9536953018106546,-0.34756833320552644,1,Low Engagement
9,43,11,2.83,6.1,Morning,2,2.6,0.0,3.4,30.1,Low,Slow Down,3.9,Fair,3,7,5,0,12,4.0,Expected trend,4.777777777777778,2.3333333333333335,1.9000000000000004,12.245000000000001,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.23364167457808208,-0.09049650315355662,1,Low Engagement
15,66,18,3.95,4.0,Afternoon,2,1.7,0.0846,3.9,91.9,High,Take Break,6.0,Fair,4,7,4,29,17,5.0,Expected trend,4.4,2.3333333333333335,4.0,34.169999999999995,Mid-level (3-7),Poor Sleep,Moderate Activity,Low,Medium,2.728335010458148,-3.0657849839513207,0,Stressed / Isolated
15,70,18,1.89,4.8,Morning,1,3.9,0.0435999999999999,5.3,90.3,High,Take Break,7.0,Poor,1,8,5,43,12,3.0,Expected trend,4.666666666666667,4.0,3.2,34.28,Mid-level (3-7),Poor Sleep,Moderate Activity,Medium,Low,2.4377265019311833,-0.878518014301686,0,Stressed / Isolated
10,56,13,2.97,6.6,Night,3,1.0,0.0,2.9,38.3,Medium,Slow Down,5.8,Fair,2,7,3,0,14,4.0,Expected trend,5.6,1.75,1.4000000000000004,14.514999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.35665682620046313,-0.03527570853998033,1,Low Engagement
13,60,25,4.63,6.2,Morning,0,2.0,0.0,4.3,75.5,High,Take Break,12.8,Poor,3,1,2,0,54,3.0,Expected trend,4.615384615384615,1.0,1.7999999999999998,28.144999999999996,Senior (7-15),Adequate Sleep,No Activity,Low,Low,2.616660469102121,1.9196871434460347,2,Collaborative / Balanced
7,31,9,0.5,8.4,Evening,4,1.0,0.0,2.0,0.0,Low,Continue,3.9,Fair,2,10,5,30,9,5.0,Expected trend,4.428571428571429,2.0,0.0,0.65,Mid-level (3-7),Good Sleep,Moderate Activity,Low,High,-2.8573633433700216,0.17822212493951697,1,Low Engagement
17,80,27,3.27,4.5,Evening,4,5.5,0.083,7.0,100.0,High,Take Break,11.2,Excellent,3,9,5,29,12,4.0,Expected trend,4.705882352941177,1.8,3.5,38.475,Senior (7-15),Poor Sleep,Moderate Activity,Medium,High,4.617770432275123,-1.874712378447376,0,Stressed / Isolated
4,21,4,1.9,5.9,Afternoon,1,3.5,0.0,2.9,0.0,Low,Continue,1.5,Good,0,6,5,20,20,5.0,Expected trend,5.25,3.0,2.0999999999999996,1.875,New (0-3),Adequate Sleep,Low Activity,Medium,Low,-2.094836631301979,0.10531611134188669,1,Low Engagement
5,22,5,2.52,6.5,Evening,0,3.4,0.0,2.9,0.0,Low,Continue,0.5,Good,3,3,5,0,12,5.0,Expected trend,4.4,3.0,1.5,1.73,New (0-3),Adequate Sleep,No Activity,Medium,Low,-1.6781431185940108,-0.12807685119195256,1,Low Engagement
7,33,10,2.22,6.5,Morning,1,1.0,0.0,2.1,15.8,Low,Continue,4.0,Fair,0,6,5,42,13,5.0,Expected trend,4.714285714285714,3.0,1.5,6.5,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Low,-2.0451807005244023,-0.36100122280905556,1,Low Engagement
13,65,16,3.48,6.4,Morning,5,3.5,0.0,4.8,55.2,Medium,Slow Down,6.5,Good,2,10,3,0,34,5.0,Expected trend,5.0,1.6666666666666667,1.5999999999999996,21.475,Mid-level (3-7),Adequate Sleep,No Activity,Medium,High,1.4034695222258053,0.8191956839195981,2,Collaborative / Balanced
15,71,26,4.41,6.6,Evening,4,2.6,0.0,5.0,81.0,High,Take Break,14.1,Poor,5,8,4,0,60,2.0,Expected trend,4.733333333333333,1.6,1.4000000000000004,30.279999999999998,Senior (7-15),Adequate Sleep,No Activity,Low,High,3.6732094186750235,2.679088588086286,2,Collaborative / Balanced
11,59,25,3.84,6.4,Morning,4,2.4,0.0,4.5,57.4,Medium,Slow Down,9.7,Good,1,7,2,0,41,2.0,Expected trend,5.363636363636363,1.4,1.5999999999999996,21.91,Senior (7-15),Adequate Sleep,No Activity,Low,High,1.9182094241333993,2.0140012446018134,2,Collaborative / Balanced
4,18,7,2.17,6.7,Afternoon,2,2.1,0.0,2.2,0.0,Low,Continue,3.3,Poor,2,7,5,56,16,5.0,Expected trend,4.5,2.3333333333333335,1.2999999999999998,1.225,Mid-level (3-7),Adequate Sleep,High Activity,Low,Medium,-2.304498836786626,-0.057652581870253024,1,Low Engagement
13,76,28,5.73,5.9,Evening,2,3.4,0.0,5.7,87.1,High,Take Break,11.1,Poor,5,2,1,0,42,3.0,Expected trend,5.846153846153846,0.6666666666666666,2.0999999999999996,32.894999999999996,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,4.042480554686585,1.5016472698737429,2,Collaborative / Balanced
7,40,10,3.74,6.3,Morning,1,4.2,0.0,4.2,20.0,Low,Continue,2.2,Good,3,4,2,0,33,5.0,Expected trend,5.714285714285714,2.0,1.7000000000000002,9.23,New (0-3),Adequate Sleep,No Activity,Medium,Low,0.1826455000123269,0.8149809071003921,2,Collaborative / Balanced
2,9,1,1.23,6.0,Evening,1,1.0,0.0,0.9,0.0,Low,Continue,2.1,Fair,0,7,5,32,14,5.0,Expected trend,4.5,3.5,2.0,0.8300000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.6863780464411273,-0.593784344952391,1,Low Engagement
10,49,12,2.73,5.7,Evening,0,4.4,0.0,4.7,44.8,Medium,Slow Down,5.9,Fair,3,6,3,0,54,5.0,Expected trend,4.9,6.0,2.3,18.18,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Low,1.1639447212340301,1.4310550789980305,2,Collaborative / Balanced
13,60,16,4.37,5.1,Afternoon,2,3.6,0.0,4.8,68.1,High,Take Break,7.6,Poor,5,4,4,0,30,4.0,Expected trend,4.615384615384615,1.3333333333333333,2.9000000000000004,26.275,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,2.427420427714887,0.3051866099964757,2,Collaborative / Balanced
6,27,9,2.44,5.1,Evening,4,2.4,0.0,2.7,9.6,Low,Continue,2.2,Fair,1,10,5,0,11,5.0,Expected trend,4.5,2.0,2.9000000000000004,5.08,New (0-3),Adequate Sleep,No Activity,Low,High,-1.5310932180196848,-0.8092063832951614,1,Low Engagement
12,68,18,3.25,5.1,Morning,2,2.0,0.0,4.1,71.4,High,Take Break,9.3,Good,1,10,2,0,47,4.0,Expected trend,5.666666666666667,3.3333333333333335,2.9000000000000004,26.89,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,1.6106366584067147,0.9096936303589798,2,Collaborative / Balanced
12,72,32,2.65,6.5,Evening,3,3.3,0.0,5.7,78.5,High,Take Break,10.7,Fair,1,9,4,0,41,3.0,Expected trend,6.0,2.25,1.5,29.74,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,2.608923819382629,1.9250788597253832,2,Collaborative / Balanced
11,63,20,4.8759999999999994,5.7,Afternoon,1,6.8,0.001,7.0,63.4,Medium,Take Break,8.9,Good,0,3,2,39,43,3.0,Veteran stress resilience,5.7272727272727275,1.5,2.3,25.749999999999996,Senior (7-15),Adequate Sleep,Moderate Activity,Medium,Low,3.270264221666971,2.2710303197581494,2,Collaborative / Balanced
7,32,8,2.43,6.9,Morning,4,1.0,0.0,2.0,4.3,Low,Continue,6.5,Poor,2,10,5,26,11,5.0,Expected trend,4.571428571428571,2.0,1.0999999999999996,2.3749999999999996,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,High,-2.0813219553027555,-0.37019272735436637,1,Low Engagement
1,5,1,1.05,6.2,Morning,1,1.0,0.0,0.8,0.0,Low,Continue,0.5,Fair,1,9,5,46,16,5.0,Expected trend,5.0,4.5,1.7999999999999998,0.77,New (0-3),Adequate Sleep,High Activity,Low,Low,-3.767474943200415,-0.48002489925858566,1,Low Engagement
1,7,2,1.23,7.1,Afternoon,1,3.5,0.0,2.4,0.0,Low,Continue,0.5,Excellent,3,8,5,26,20,5.0,Expected trend,7.0,4.0,0.9000000000000004,1.5350000000000001,New (0-3),Good Sleep,Moderate Activity,Medium,Low,-2.710274869898147,0.428900036374819,1,Low Engagement
13,68,21,2.38,7.3,Afternoon,4,4.1,0.0,5.5,59.7,Medium,Slow Down,8.5,Fair,2,9,4,0,40,4.0,Expected trend,5.230769230769231,1.8,0.7000000000000002,23.16,Senior (7-15),Good Sleep,No Activity,Medium,High,1.8026921845766808,1.9119653978938516,2,Collaborative / Balanced
9,51,16,2.92,6.3,Afternoon,3,1.7,0.0,3.4,36.9,Medium,Slow Down,5.6,Good,2,8,4,0,12,5.0,Expected trend,5.666666666666667,2.0,1.7000000000000002,14.36,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.3346340108083287,-0.4132048344242589,1,Low Engagement
3,10,4,2.06,8.0,Morning,0,1.5,0.0,1.4,0.0,Low,Continue,0.5,Excellent,1,2,3,59,15,5.0,Expected trend,3.3333333333333335,2.0,0.0,0.655,New (0-3),Good Sleep,High Activity,Low,Low,-3.287188735266428,0.33643399353544906,1,Low Engagement
7,25,7,1.92,7.5,Morning,1,3.0,0.0,2.9,1.9,Low,Continue,2.9,Good,0,6,5,0,13,4.0,Expected trend,3.5714285714285716,3.0,0.5,2.095,New (0-3),Good Sleep,No Activity,Low,Low,-1.9471111565909376,0.7366459159747112,1,Low Engagement
6,28,13,1.79,6.1,Afternoon,2,3.1,0.0,3.3,13.0,Low,Continue,3.6,Poor,0,7,4,0,7,5.0,Expected trend,4.666666666666667,2.3333333333333335,1.9000000000000004,6.365,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Medium,-1.5721208870906938,-0.35615770909084266,1,Low Engagement
8,46,6,4.72,3.7,Afternoon,2,3.9,0.0,4.0,36.3,Medium,Slow Down,3.1,Poor,0,4,2,46,49,5.0,Expected trend,5.75,1.3333333333333333,4.3,15.339999999999998,Mid-level (3-7),Poor Sleep,High Activity,Medium,Medium,0.7922717629911794,0.42538275420110194,2,Collaborative / Balanced
9,50,16,1.75,4.4,Evening,3,1.0,0.0,2.9,48.2,Medium,Slow Down,5.0,Good,0,9,5,0,23,3.0,Expected trend,5.555555555555555,2.25,3.5999999999999996,18.419999999999998,Mid-level (3-7),Poor Sleep,No Activity,Low,Medium,-0.13836320365270874,-0.14420711360342273,1,Low Engagement
5,23,2,2.31,6.2,Afternoon,0,2.0,0.0,2.0,0.0,Low,Continue,3.1,Excellent,1,4,5,45,15,5.0,Expected trend,4.6,4.0,1.7999999999999998,1.26,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Low,-2.4400750691008493,-0.3140008445104155,1,Low Engagement
1,8,5,2.79,7.5,Afternoon,2,1.0,0.001,1.1,0.0,Low,Continue,0.8,Excellent,2,8,5,83,11,5.0,Active high-density resilience,8.0,2.6666666666666665,0.5,0.5700000000000001,New (0-3),Good Sleep,High Activity,Low,Medium,-3.2390603442602437,-0.17789934484225342,1,Low Engagement
10,40,19,3.09,3.7,Morning,4,1.0,0.0,2.8,54.6,Medium,Slow Down,7.1,Poor,2,7,4,0,10,5.0,Expected trend,4.0,1.4,4.3,20.779999999999998,Senior (7-15),Poor Sleep,No Activity,Low,High,0.10070574747823399,-1.7168318505503684,1,Low Engagement
12,57,13,4.1,4.5,Evening,0,3.7,0.0,4.6,67.4,High,Take Break,6.4,Good,3,1,3,32,49,5.0,Expected trend,4.75,1.0,3.5,26.135,Mid-level (3-7),Poor Sleep,Moderate Activity,Medium,Low,2.023473984328582,0.5830562034544298,2,Collaborative / Balanced
15,73,17,3.93,6.9,Afternoon,3,2.9,0.0,4.8,69.9,High,Take Break,5.0,Fair,5,6,4,0,55,5.0,Expected trend,4.866666666666666,1.5,1.0999999999999996,26.37,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,2.4290773318493377,1.6097104775815951,2,Collaborative / Balanced
9,41,12,4.17,7.7,Afternoon,5,1.4,0.0,2.7,14.6,Low,Continue,5.1,Fair,0,10,2,0,12,5.0,Expected trend,4.555555555555555,1.6666666666666667,0.2999999999999998,6.059999999999999,Mid-level (3-7),Good Sleep,No Activity,Low,High,-1.2608473181326665,0.18984951697894514,1,Low Engagement
17,82,23,2.81,3.2,Evening,3,2.4,0.1352,5.0,100.0,High,Take Break,11.2,Fair,4,9,4,35,9,2.0,Expected trend,4.823529411764706,2.25,4.8,37.56,Senior (7-15),Poor Sleep,Moderate Activity,Low,Medium,4.479198358587538,-3.5897145064881193,0,Stressed / Isolated
17,89,34,4.6,5.4,Morning,1,1.6,0.0864,5.3,100.0,High,Take Break,11.2,Excellent,5,2,4,0,16,5.0,Expected trend,5.235294117647059,1.0,2.5999999999999996,36.980000000000004,Senior (7-15),Adequate Sleep,No Activity,Low,Low,4.262314428130966,-2.488405264642361,0,Stressed / Isolated
12,74,28,4.87,6.4,Afternoon,2,2.1,0.0,4.9,77.6,High,Take Break,11.5,Poor,3,6,2,0,52,3.0,Expected trend,6.166666666666667,2.0,1.5999999999999996,28.984999999999996,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,3.0278130251700524,1.9847286554914383,2,Collaborative / Balanced
7,23,8,1.19,4.0,Morning,2,1.0,0.0,1.7,21.2,Low,Continue,3.6,Poor,4,7,5,0,8,5.0,Expected trend,3.2857142857142856,2.3333333333333335,4.0,8.81,Mid-level (3-7),Poor Sleep,No Activity,Low,Medium,-1.6888061552522735,-1.8218079460788608,1,Low Engagement
2,6,3,3.29,6.0,Afternoon,2,1.0,0.0,0.9,0.0,Low,Continue,2.4,Fair,4,7,5,66,11,4.0,Expected trend,3.0,2.3333333333333335,2.0,0.8300000000000001,New (0-3),Adequate Sleep,High Activity,Low,Medium,-2.5070621496863277,-0.5633846726241274,1,Low Engagement
3,15,2,2.92,7.4,Morning,1,1.0,0.0,1.2,0.0,Low,Continue,0.5,Excellent,2,3,5,21,11,5.0,Expected trend,5.0,1.5,0.5999999999999996,0.6099999999999999,New (0-3),Good Sleep,Moderate Activity,Low,Low,-3.051484752388146,-0.21822451330359474,1,Low Engagement
17,97,29,4.02,3.6,Night,4,3.1,0.1906,6.2,100.0,High,Take Break,9.6,Poor,4,6,5,46,9,4.0,Expected trend,5.705882352941177,1.2,4.4,37.895,Senior (7-15),Poor Sleep,High Activity,Medium,High,5.616681676761156,-5.020057288261187,0,Stressed / Isolated
5,22,4,1.73,7.2,Night,2,2.4,0.0,2.3,0.0,Low,Continue,2.4,Good,3,8,5,56,9,5.0,Expected trend,4.4,2.6666666666666665,0.7999999999999998,1.22,New (0-3),Good Sleep,High Activity,Low,Medium,-2.3871336085322867,-0.1524778344215343,1,Low Engagement
17,75,20,3.3,5.7,Afternoon,3,3.0,0.0161999999999999,5.1,92.9,High,Take Break,8.4,Poor,7,8,3,0,44,3.0,Expected trend,4.411764705882353,2.0,2.3,34.745000000000005,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,3.7045521247458058,0.9088722464693432,2,Collaborative / Balanced
17,86,28,2.36,6.2,Night,3,3.6,0.0104,6.1,100.0,High,Take Break,11.6,Good,4,8,3,0,48,4.0,Expected trend,5.0588235294117645,2.0,1.7999999999999998,37.48,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,3.7221237622068744,1.3848550784938674,2,Collaborative / Balanced
17,91,29,3.58,5.2,Afternoon,1,2.9,0.0676,5.9,100.0,High,Take Break,12.1,Poor,4,3,3,0,17,4.0,Expected trend,5.352941176470588,1.5,2.8,37.465,Senior (7-15),Adequate Sleep,No Activity,Low,Low,4.165763514714393,-1.563187957261621,0,Stressed / Isolated
2,15,2,2.35,5.2,Afternoon,0,1.0,0.0,1.2,0.0,Low,Continue,0.5,Good,3,2,5,49,16,5.0,Expected trend,7.5,2.0,2.8,1.0499999999999998,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.687742869243071,-0.9637778155001093,1,Low Engagement
2,8,3,2.33,6.7,Night,0,1.7,0.0,1.4,0.0,Low,Continue,1.5,Fair,3,6,5,77,16,5.0,Expected trend,4.0,6.0,1.2999999999999998,0.9649999999999999,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.8414742192249447,-0.2237947395016435,1,Low Engagement
5,21,6,1.88,5.5,Morning,3,1.0,0.0,1.5,0.0,Low,Continue,2.8,Poor,2,7,5,23,14,4.0,Expected trend,4.2,1.75,2.5,1.05,New (0-3),Adequate Sleep,Moderate Activity,Low,Medium,-2.2786681998913236,-0.5151547007179521,1,Low Engagement
1,3,1,2.11,6.3,Afternoon,3,1.0,0.0,0.7,0.0,Low,Continue,0.5,Fair,0,10,5,38,24,5.0,Expected trend,3.0,2.5,1.7000000000000002,0.7300000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,Medium,-3.5891057783021085,-0.07338035394033043,1,Low Engagement
1,3,1,2.18,7.1,Night,1,1.0,0.0,0.7,0.0,Low,Continue,3.2,Poor,0,6,4,34,12,5.0,Expected trend,3.0,3.0,0.9000000000000004,0.5700000000000001,Mid-level (3-7),Good Sleep,Moderate Activity,Low,Low,-3.8778748666275984,-0.22934826028660146,1,Low Engagement
2,9,4,3.97,7.5,Morning,2,1.2,0.0,1.2,0.0,Low,Continue,2.3,Fair,2,6,5,45,12,5.0,Expected trend,4.5,2.0,0.5,0.64,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-2.8405514803259835,-0.09064735117965309,1,Low Engagement
12,55,16,2.78,4.5,Evening,3,1.0,0.0169999999999999,3.1,63.8,Medium,Take Break,4.6,Fair,0,8,5,23,7,4.0,Expected trend,4.583333333333333,2.0,3.5,23.9,Mid-level (3-7),Poor Sleep,Moderate Activity,Low,Medium,0.3195447516958864,-1.4566057857097785,1,Low Engagement
6,16,1,3.07,5.7,Morning,1,2.0,0.0,1.7,0.0,Low,Continue,1.4,Poor,0,5,5,38,10,5.0,Expected trend,2.6666666666666665,2.5,2.3,1.3,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.4892933017337784,-0.6983681617752253,1,Low Engagement
4,24,7,1.07,6.6,Night,1,1.2,0.001,1.8,0.0,Low,Continue,1.3,Poor,1,6,5,42,7,5.0,Active high-density resilience,6.0,3.0,1.4000000000000004,0.9400000000000002,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.958512976010734,-0.5941294874782785,1,Low Engagement
11,62,8,3.76,5.2,Evening,2,2.2,0.0,3.6,49.2,Medium,Slow Down,4.4,Poor,1,5,4,0,11,5.0,Expected trend,5.636363636363637,1.6666666666666667,2.8,19.049999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,0.1628524165532979,-0.844989445882653,1,Low Engagement
17,93,24,3.81,4.4,Evening,4,5.8,0.1031999999999999,7.5,100.0,High,Take Break,11.3,Good,2,8,3,60,13,4.0,Expected trend,5.470588235294118,1.6,3.5999999999999996,38.67,Senior (7-15),Poor Sleep,High Activity,Medium,High,5.041484268269659,-2.1874649599382145,0,Stressed / Isolated
6,27,9,2.34,5.5,Afternoon,2,3.1,0.0,3.1,11.4,Low,Continue,2.4,Fair,2,5,5,0,16,5.0,Expected trend,4.5,1.6666666666666667,2.5,5.885,New (0-3),Adequate Sleep,No Activity,Medium,Medium,-1.2007160079996033,-0.36545179003365985,1,Low Engagement
5,25,7,3.15,4.8,Morning,2,1.7,0.0,2.1,7.9,Low,Continue,4.2,Poor,1,5,5,0,13,5.0,Expected trend,5.0,1.6666666666666667,3.2,4.25,Mid-level (3-7),Poor Sleep,No Activity,Low,Medium,-1.7372096782337432,-0.9953551808636505,1,Low Engagement
2,7,0,1.8,8.0,Night,1,1.0,0.0,0.8,0.0,Low,Continue,0.6,Excellent,4,7,5,0,16,5.0,Expected trend,3.5,3.5,0.0,0.41000000000000003,New (0-3),Good Sleep,No Activity,Low,Low,-3.4682598352740275,0.106186363417991,1,Low Engagement
6,29,7,3.62,6.0,Afternoon,2,1.7,0.0,2.2,6.9,Low,Continue,4.0,Poor,2,5,4,26,15,5.0,Expected trend,4.833333333333333,1.6666666666666667,2.0,3.6799999999999997,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Medium,-1.5391172170195948,-0.46659751714653525,1,Low Engagement
11,49,20,4.22,6.0,Afternoon,2,1.6,0.0,3.4,52.6,Medium,Slow Down,10.8,Fair,1,6,3,0,15,1.0,Expected trend,4.454545454545454,2.0,2.0,19.889999999999997,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,1.1319546024561788,0.9306082925837841,2,Collaborative / Balanced
16,72,21,3.33,5.5,Night,4,3.6,0.011109999999999945,5.4,87.7,High,Take Break,8.0,Fair,5,9,5,0,36,4.8,Night peer-support buffer,4.5,1.8,2.5,33.175,Senior (7-15),Adequate Sleep,No Activity,Medium,High,3.055837246996515,0.23394482756473925,2,Collaborative / Balanced
16,80,26,4.95,6.3,Night,2,2.8,0.0015999999999999,5.4,96.5,High,Take Break,9.3,Fair,6,6,2,0,40,4.0,Expected trend,5.0,2.0,1.7000000000000002,35.895,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,3.824424302355597,1.026648916670016,2,Collaborative / Balanced
1,2,0,1.37,6.7,Afternoon,1,1.0,0.0,0.7,0.0,Low,Continue,0.5,Good,0,9,5,47,12,5.0,Expected trend,2.0,4.5,1.2999999999999998,0.6499999999999999,New (0-3),Adequate Sleep,High Activity,Low,Low,-4.061138314463154,-0.39930932443104566,1,Low Engagement
9,41,9,2.03,7.0,Afternoon,1,1.0,0.0,2.3,23.3,Low,Continue,2.4,Good,1,5,5,44,9,5.0,Expected trend,4.555555555555555,2.5,1.0,9.064999999999998,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-1.769474704181416,-0.38078575033663975,1,Low Engagement
6,26,7,2.63,6.1,Afternoon,1,1.0,0.0,1.7,6.6,Low,Continue,2.7,Fair,2,7,4,50,16,4.0,Expected trend,4.333333333333333,3.5,1.9000000000000004,3.2799999999999994,New (0-3),Adequate Sleep,High Activity,Low,Low,-1.876528824331223,-0.18701849862167894,1,Low Engagement
